timestamp,cpuPercent,heapUsedMB,latencyMs,errorCount,label
2024-06-15T08:00:00,23.99,74.65,47.18,1,0
2024-06-15T08:00:01,28.09,74.41,40.13,0,0
2024-06-15T08:00:02,28.32,76.92,38.24,0,0
2024-06-15T08:00:03,24.17,73.84,38.27,0,0
2024-06-15T08:00:04,22.97,70.22,28.2,0,0
2024-06-15T08:00:05,19.75,72.47,44.51,0,0
2024-06-15T08:00:06,18.37,71.47,53.73,0,0
2024-06-15T08:00:07,21.1,75.17,30.6,1,0
2024-06-15T08:00:08,19.82,75.28,32.79,0,0
2024-06-15T08:00:09,23.5,73.5,39.67,0,0
2024-06-15T08:00:10,19.59,79.63,41.89,0,0
2024-06-15T08:00:11,17.77,77.06,32.23,0,0
2024-06-15T08:00:12,22.84,70.1,31.37,0,0
2024-06-15T08:00:13,22.79,76.85,43.37,0,0
2024-06-15T08:00:14,21.54,74.25,30.17,0,0
2024-06-15T08:00:15,19.12,73.85,50.46,0,0
2024-06-15T08:00:16,23.37,70.59,44.59,0,0
2024-06-15T08:00:17,20.46,73.31,46.89,0,0
2024-06-15T08:00:18,26.12,77.33,35.29,0,0
2024-06-15T08:00:19,20.76,75.83,49.8,0,0
2024-06-15T08:00:20,20.08,74.54,33.15,0,0
2024-06-15T08:00:21,17.22,77.03,52.85,0,0
2024-06-15T08:00:22,21.71,77.51,44.89,0,0
2024-06-15T08:00:23,19.42,75.9,54.3,0,0
2024-06-15T08:00:24,21.86,78.91,21.04,0,0
2024-06-15T08:00:25,25.29,75.22,39.61,0,0
2024-06-15T08:00:26,22.37,70.03,40.24,0,0
2024-06-15T08:00:27,23.43,78.69,37.85,0,0
2024-06-15T08:00:28,18.77,73.75,49.32,0,0
2024-06-15T08:00:29,23.32,73.68,46.11,0,0
2024-06-15T08:00:30,22.39,77.42,36.38,0,0
2024-06-15T08:00:31,20.69,74.02,30.29,0,0
2024-06-15T08:00:32,23.18,75.65,42.04,0,0
2024-06-15T08:00:33,21.06,71.46,38.63,0,0
2024-06-15T08:00:34,20.63,72.99,40.71,0,0
2024-06-15T08:00:35,23.62,79.72,43.4,0,0
2024-06-15T08:00:36,23.03,74.81,26.65,0,0
2024-06-15T08:00:37,21.89,75.15,61.71,0,0
2024-06-15T08:00:38,21.23,75.75,41.72,0,0
2024-06-15T08:00:39,17.33,77.86,48.02,0,0
2024-06-15T08:00:40,25.16,72.73,53.22,0,0
2024-06-15T08:00:41,16.39,76.47,59.52,0,0
2024-06-15T08:00:42,18.04,73.58,42.8,0,0
2024-06-15T08:00:43,19.99,71.12,42.55,0,0
2024-06-15T08:00:44,17.75,76.18,34.64,0,0
2024-06-15T08:00:45,28.2,73.04,39.42,0,0
2024-06-15T08:00:46,25.25,71.92,43.82,0,0
2024-06-15T08:00:47,27.23,70.98,43.48,0,0
2024-06-15T08:00:48,23.04,76.95,32.1,0,0
2024-06-15T08:00:49,16.72,76.3,44.38,0,0
2024-06-15T08:00:50,23.0,75.87,36.56,0,0
2024-06-15T08:00:51,22.93,75.73,36.29,0,0
2024-06-15T08:00:52,29.46,76.18,32.47,0,0
2024-06-15T08:00:53,24.63,72.56,48.3,0,0
2024-06-15T08:00:54,26.63,72.95,49.71,0,0
2024-06-15T08:00:55,23.65,77.06,57.17,1,0
2024-06-15T08:00:56,21.02,73.12,34.88,0,0
2024-06-15T08:00:57,18.74,74.81,44.73,0,0
2024-06-15T08:00:58,23.11,77.07,42.1,0,0
2024-06-15T08:00:59,27.81,74.34,63.76,0,0
2024-06-15T08:01:00,24.5,72.86,33.43,0,0
2024-06-15T08:01:01,23.93,74.44,47.71,0,0
2024-06-15T08:01:02,23.89,74.82,35.23,0,0
2024-06-15T08:01:03,15.94,73.88,48.85,0,0
2024-06-15T08:01:04,22.86,71.89,43.39,0,0
2024-06-15T08:01:05,23.54,72.79,43.23,0,0
2024-06-15T08:01:06,22.23,72.14,44.86,0,0
2024-06-15T08:01:07,24.24,77.71,50.43,0,0
2024-06-15T08:01:08,16.49,72.66,46.12,0,0
2024-06-15T08:01:09,24.06,76.29,72.82,0,0
2024-06-15T08:01:10,24.28,77.84,49.63,0,0
2024-06-15T08:01:11,24.61,74.21,48.07,0,0
2024-06-15T08:01:12,18.91,74.41,38.12,0,0
2024-06-15T08:01:13,22.33,80.79,27.06,0,0
2024-06-15T08:01:14,24.75,70.97,38.22,0,0
2024-06-15T08:01:15,26.36,75.16,33.38,0,0
2024-06-15T08:01:16,19.14,76.7,36.16,0,0
2024-06-15T08:01:17,22.87,75.11,36.79,0,0
2024-06-15T08:01:18,30.58,76.58,25.8,0,0
2024-06-15T08:01:19,22.75,73.35,48.82,0,0
2024-06-15T08:01:20,18.83,74.71,46.04,0,0
2024-06-15T08:01:21,25.46,72.0,39.32,0,0
2024-06-15T08:01:22,20.1,73.37,56.12,0,0
2024-06-15T08:01:23,23.62,71.85,49.34,0,0
2024-06-15T08:01:24,30.49,77.58,29.85,0,0
2024-06-15T08:01:25,20.06,78.17,36.34,0,0
2024-06-15T08:01:26,23.78,76.94,34.58,0,0
2024-06-15T08:01:27,21.76,66.9,33.8,0,0
2024-06-15T08:01:28,20.99,71.88,55.06,1,0
2024-06-15T08:01:29,16.28,73.9,43.05,0,0
2024-06-15T08:01:30,27.77,71.41,51.31,0,0
2024-06-15T08:01:31,22.04,72.55,45.7,0,0
2024-06-15T08:01:32,22.8,73.5,42.56,0,0
2024-06-15T08:01:33,20.46,75.28,47.3,0,0
2024-06-15T08:01:34,28.34,71.91,59.06,0,0
2024-06-15T08:01:35,14.19,74.62,46.71,0,0
2024-06-15T08:01:36,23.12,73.44,40.34,0,0
2024-06-15T08:01:37,20.03,73.53,48.8,0,0
2024-06-15T08:01:38,23.43,73.27,49.2,0,0
2024-06-15T08:01:39,23.23,77.03,47.04,0,0
2024-06-15T08:01:40,18.68,73.6,47.98,0,0
2024-06-15T08:01:41,24.44,74.95,42.94,0,0
2024-06-15T08:01:42,27.11,73.52,46.38,0,0
2024-06-15T08:01:43,21.19,74.46,50.79,0,0
2024-06-15T08:01:44,25.3,77.03,52.44,0,0
2024-06-15T08:01:45,22.08,76.7,39.52,0,0
2024-06-15T08:01:46,23.3,74.67,42.78,0,0
2024-06-15T08:01:47,24.38,72.95,58.74,0,0
2024-06-15T08:01:48,17.98,71.96,51.26,0,0
2024-06-15T08:01:49,25.17,76.56,47.03,0,0
2024-06-15T08:01:50,21.95,72.76,42.61,0,0
2024-06-15T08:01:51,19.29,77.44,40.82,0,0
2024-06-15T08:01:52,18.7,74.2,45.3,1,0
2024-06-15T08:01:53,19.75,72.94,43.95,0,0
2024-06-15T08:01:54,22.98,73.73,38.23,1,0
2024-06-15T08:01:55,22.93,71.38,30.74,0,0
2024-06-15T08:01:56,19.13,74.47,44.49,0,0
2024-06-15T08:01:57,27.9,77.14,40.72,0,0
2024-06-15T08:01:58,21.92,72.49,41.85,0,0
2024-06-15T08:01:59,20.85,75.81,35.38,0,0
2024-06-15T08:02:00,24.08,78.83,41.13,0,0
2024-06-15T08:02:01,23.61,76.73,38.79,0,0
2024-06-15T08:02:02,22.9,75.03,42.78,0,0
2024-06-15T08:02:03,18.91,75.06,45.98,0,0
2024-06-15T08:02:04,27.8,77.4,59.23,0,0
2024-06-15T08:02:05,18.93,77.18,43.47,0,0
2024-06-15T08:02:06,30.76,72.98,35.28,0,0
2024-06-15T08:02:07,19.6,69.69,37.79,0,0
2024-06-15T08:02:08,18.96,75.38,44.73,0,0
2024-06-15T08:02:09,29.5,77.38,37.38,0,0
2024-06-15T08:02:10,18.41,76.23,31.44,0,0
2024-06-15T08:02:11,29.33,77.95,38.25,0,0
2024-06-15T08:02:12,15.15,78.38,41.08,0,0
2024-06-15T08:02:13,26.95,71.01,37.2,0,0
2024-06-15T08:02:14,22.02,75.12,38.4,0,0
2024-06-15T08:02:15,24.49,72.33,40.86,0,0
2024-06-15T08:02:16,22.48,76.29,47.69,0,0
2024-06-15T08:02:17,17.5,71.16,52.22,0,0
2024-06-15T08:02:18,23.33,73.13,54.41,0,0
2024-06-15T08:02:19,22.46,77.95,42.54,0,0
2024-06-15T08:02:20,30.24,79.39,40.01,0,1
2024-06-15T08:02:21,26.44,79.71,50.45,0,1
2024-06-15T08:02:22,28.27,73.56,41.54,0,1
2024-06-15T08:02:23,16.34,81.82,74.24,0,1
2024-06-15T08:02:24,18.17,80.6,66.03,0,1
2024-06-15T08:02:25,24.38,79.52,52.75,0,1
2024-06-15T08:02:26,29.55,83.29,70.59,1,1
2024-06-15T08:02:27,20.87,81.31,59.55,0,1
2024-06-15T08:02:28,27.59,90.63,50.18,1,1
2024-06-15T08:02:29,21.45,100.63,114.75,0,1
2024-06-15T08:02:30,26.95,86.0,83.09,0,1
2024-06-15T08:02:31,32.32,100.14,104.88,1,1
2024-06-15T08:02:32,30.16,96.31,122.04,0,1
2024-06-15T08:02:33,35.16,82.25,77.92,0,1
2024-06-15T08:02:34,32.61,97.91,81.67,0,1
2024-06-15T08:02:35,39.23,106.04,81.92,1,1
2024-06-15T08:02:36,28.96,119.04,130.51,0,1
2024-06-15T08:02:37,38.45,95.19,79.6,1,1
2024-06-15T08:02:38,32.06,126.1,78.82,0,1
2024-06-15T08:02:39,37.56,124.87,96.87,1,1
2024-06-15T08:02:40,39.96,98.96,164.37,0,1
2024-06-15T08:02:41,39.71,112.46,93.38,0,1
2024-06-15T08:02:42,34.47,112.1,148.7,1,1
2024-06-15T08:02:43,27.0,93.36,209.82,0,1
2024-06-15T08:02:44,48.19,122.91,150.48,0,1
2024-06-15T08:02:45,43.39,135.69,215.85,1,1
2024-06-15T08:02:46,44.28,141.89,99.77,1,1
2024-06-15T08:02:47,35.57,101.86,218.33,1,1
2024-06-15T08:02:48,42.15,152.21,162.13,0,1
2024-06-15T08:02:49,38.61,143.23,152.73,0,1
2024-06-15T08:02:50,53.94,138.15,110.26,1,1
2024-06-15T08:02:51,32.99,106.15,239.68,0,1
2024-06-15T08:02:52,41.1,125.29,135.16,0,1
2024-06-15T08:02:53,56.03,127.11,256.34,1,1
2024-06-15T08:02:54,40.28,152.52,234.75,0,1
2024-06-15T08:02:55,50.76,122.36,171.35,0,1
2024-06-15T08:02:56,33.57,151.98,207.54,0,1
2024-06-15T08:02:57,58.71,179.63,220.65,0,1
2024-06-15T08:02:58,54.36,154.69,185.73,0,1
2024-06-15T08:02:59,64.2,142.49,122.03,1,1
2024-06-15T08:03:00,40.35,135.69,279.83,0,1
2024-06-15T08:03:01,70.34,137.6,165.82,1,1
2024-06-15T08:03:02,42.1,124.46,225.0,1,1
2024-06-15T08:03:03,44.29,163.93,265.73,0,1
2024-06-15T08:03:04,41.23,178.56,178.21,1,1
2024-06-15T08:03:05,46.71,108.55,234.24,0,1
2024-06-15T08:03:06,54.4,153.24,214.98,0,1
2024-06-15T08:03:07,53.3,197.9,380.51,1,1
2024-06-15T08:03:08,37.18,122.54,309.04,1,1
2024-06-15T08:03:09,56.68,133.86,310.6,0,1
2024-06-15T08:03:10,44.05,137.93,321.59,1,1
2024-06-15T08:03:11,59.61,189.09,176.49,0,1
2024-06-15T08:03:12,60.65,217.2,376.07,1,1
2024-06-15T08:03:13,52.49,180.23,193.75,0,1
2024-06-15T08:03:14,49.98,234.89,351.63,0,1
2024-06-15T08:03:15,81.03,168.67,122.71,1,1
2024-06-15T08:03:16,51.77,217.16,445.83,1,1
2024-06-15T08:03:17,59.07,112.22,440.18,0,1
2024-06-15T08:03:18,72.14,223.51,196.43,1,1
2024-06-15T08:03:19,65.93,142.53,465.92,1,1
2024-06-15T08:03:20,99.9,304.07,1170.23,1,1
2024-06-15T08:03:21,22.1,72.69,31.19,0,0
2024-06-15T08:03:22,18.1,77.63,34.4,0,0
2024-06-15T08:03:23,32.53,76.23,43.48,0,0
2024-06-15T08:03:24,18.57,76.75,37.39,0,0
2024-06-15T08:03:25,22.49,81.4,41.23,0,0
2024-06-15T08:03:26,26.6,73.24,41.72,0,0
2024-06-15T08:03:27,29.08,73.43,56.5,0,0
2024-06-15T08:03:28,24.83,73.59,47.06,0,0
2024-06-15T08:03:29,25.89,76.55,29.44,0,0
2024-06-15T08:03:30,19.09,74.38,41.4,0,0
2024-06-15T08:03:31,24.48,75.44,31.32,0,0
2024-06-15T08:03:32,23.52,76.53,46.48,0,0
2024-06-15T08:03:33,26.32,77.08,45.67,0,0
2024-06-15T08:03:34,21.72,70.85,45.44,0,0
2024-06-15T08:03:35,22.83,75.68,31.79,0,0
2024-06-15T08:03:36,17.68,77.63,41.68,0,0
2024-06-15T08:03:37,24.73,75.07,42.24,1,0
2024-06-15T08:03:38,25.75,73.71,42.77,0,0
2024-06-15T08:03:39,20.15,73.91,39.53,0,0
2024-06-15T08:03:40,22.89,73.8,52.05,0,0
2024-06-15T08:03:41,18.42,74.53,38.48,0,0
2024-06-15T08:03:42,27.79,75.49,50.25,0,0
2024-06-15T08:03:43,16.06,75.67,49.12,0,0
2024-06-15T08:03:44,22.33,77.66,37.86,1,0
2024-06-15T08:03:45,27.64,80.75,39.1,0,0
2024-06-15T08:03:46,20.22,78.63,54.64,0,0
2024-06-15T08:03:47,19.91,73.95,39.75,0,0
2024-06-15T08:03:48,16.62,72.7,33.97,0,0
2024-06-15T08:03:49,18.93,74.91,43.87,0,0
2024-06-15T08:03:50,28.2,72.5,49.87,0,0
2024-06-15T08:03:51,21.14,74.88,47.4,0,0
2024-06-15T08:03:52,17.51,75.96,43.33,0,0
2024-06-15T08:03:53,23.97,75.72,61.64,0,0
2024-06-15T08:03:54,19.45,73.67,37.01,0,0
2024-06-15T08:03:55,19.78,73.41,51.51,0,0
2024-06-15T08:03:56,27.68,73.57,35.34,0,0
2024-06-15T08:03:57,23.89,73.62,47.06,0,0
2024-06-15T08:03:58,22.81,71.21,54.38,0,0
2024-06-15T08:03:59,29.18,73.47,38.9,0,0
2024-06-15T08:04:00,23.14,75.84,47.27,0,0
2024-06-15T08:04:01,30.04,74.56,35.61,0,0
2024-06-15T08:04:02,16.48,73.17,41.73,0,0
2024-06-15T08:04:03,29.18,73.71,43.79,0,0
2024-06-15T08:04:04,21.93,77.97,62.22,0,0
2024-06-15T08:04:05,19.88,73.78,50.35,0,0
2024-06-15T08:04:06,24.73,79.62,46.67,0,0
2024-06-15T08:04:07,20.56,76.48,50.87,0,0
2024-06-15T08:04:08,25.28,76.27,50.53,0,0
2024-06-15T08:04:09,26.68,78.46,47.19,0,0
2024-06-15T08:04:10,21.33,75.37,51.65,0,0
2024-06-15T08:04:11,18.73,75.92,38.85,1,0
2024-06-15T08:04:12,22.11,78.2,43.53,0,0
2024-06-15T08:04:13,22.19,71.6,47.97,0,0
2024-06-15T08:04:14,24.58,80.41,39.54,0,0
2024-06-15T08:04:15,22.88,75.62,54.62,0,0
2024-06-15T08:04:16,21.62,75.7,46.86,0,0
2024-06-15T08:04:17,22.75,73.88,43.55,0,0
2024-06-15T08:04:18,26.29,72.43,43.06,0,0
2024-06-15T08:04:19,19.2,77.99,29.81,0,0
2024-06-15T08:04:20,19.76,75.94,54.52,0,0
2024-06-15T08:04:21,21.74,73.61,57.05,0,0
2024-06-15T08:04:22,16.21,69.5,45.52,0,0
2024-06-15T08:04:23,19.99,72.45,47.67,0,0
2024-06-15T08:04:24,22.98,73.59,31.76,0,0
2024-06-15T08:04:25,25.49,76.63,41.21,0,0
2024-06-15T08:04:26,29.39,72.32,29.8,0,0
2024-06-15T08:04:27,19.23,74.89,43.95,0,0
2024-06-15T08:04:28,21.04,75.88,31.99,0,0
2024-06-15T08:04:29,27.78,74.79,50.94,1,0
2024-06-15T08:04:30,23.37,76.14,46.56,0,0
2024-06-15T08:04:31,23.79,76.61,52.63,0,0
2024-06-15T08:04:32,22.79,76.77,41.28,0,0
2024-06-15T08:04:33,27.76,73.31,56.41,0,0
2024-06-15T08:04:34,21.84,71.42,43.02,0,0
2024-06-15T08:04:35,19.28,77.1,36.78,0,0
2024-06-15T08:04:36,20.22,70.28,38.38,0,0
2024-06-15T08:04:37,12.3,71.04,48.08,0,0
2024-06-15T08:04:38,25.14,76.06,34.26,0,0
2024-06-15T08:04:39,21.81,74.99,32.73,0,0
2024-06-15T08:04:40,28.01,77.19,40.23,0,0
2024-06-15T08:04:41,22.11,75.52,25.67,0,0
2024-06-15T08:04:42,21.01,73.3,33.99,0,0
2024-06-15T08:04:43,20.88,79.49,47.13,0,0
2024-06-15T08:04:44,19.72,76.43,53.19,0,0
2024-06-15T08:04:45,25.7,75.15,36.82,0,0
2024-06-15T08:04:46,24.79,75.98,49.16,0,0
2024-06-15T08:04:47,24.54,77.62,37.72,0,0
2024-06-15T08:04:48,27.27,75.49,58.6,0,0
2024-06-15T08:04:49,19.24,79.34,43.58,0,0
2024-06-15T08:04:50,19.39,73.79,39.44,0,0
2024-06-15T08:04:51,23.7,76.31,37.41,0,0
2024-06-15T08:04:52,21.9,80.36,55.82,0,0
2024-06-15T08:04:53,23.75,75.1,42.96,0,0
2024-06-15T08:04:54,24.45,72.44,39.94,0,0
2024-06-15T08:04:55,15.33,76.0,47.18,1,0
2024-06-15T08:04:56,20.07,78.93,32.19,0,0
2024-06-15T08:04:57,16.14,75.56,50.38,0,0
2024-06-15T08:04:58,28.74,73.85,50.63,0,0
2024-06-15T08:04:59,21.85,74.57,49.07,0,0
2024-06-15T08:05:00,24.61,71.06,53.81,0,0
2024-06-15T08:05:01,27.52,73.44,45.17,0,0
2024-06-15T08:05:02,23.98,75.65,37.6,0,0
